MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DATA,DETALHAMENTO,VALOR_REEMBOLSADO,COD_DOCUMENTO
12,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",09.296.295/0001-60,AZUL,UI7PYM,2022-12-16,"companhia aérea: azul, localizador: ui7pym. passageiros: suzi raquel barbosa rodrigues (matrícula 304338, comissionado), voo: 4413 - vix - cnf - bsb - 18/12/2022;",2711,2191960
12,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,DKUWVB,2022-12-13,"companhia aérea: latam, localizador: dkuwvb. passageiros: suzi raquel barbosa rodrigues (matrícula 304338, comissionado), voo: 3720 - bsb - vix - 13/12/2022;","2645,21",2191952
12,SAMUEL ARAUJO,"passagens aéreas, aquáticas e terrestres nacionais",04.647.716/0001-36,SELVATERRA VIAGENS EIRELI,YDHUJX,2022-12-15,"companhia aérea: gol, localizador: ydhujx. passageiros: samuel pereira de araujo (matrícula 396075, parlamentar), voo: 1478 - brasília - porto velho - 16/12/2022;","3233,9",2193891
2,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,CNOAMP,2022-02-21,"companhia aérea: gol, localizador: cnoamp. passageiros: flávio josé da silveira (matrícula 164840, comissionado), voo: 2046 - bsb  rbr - 24/02/2022;","553,23",2180807
2,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,RPPYPP,2022-02-21,"companhia aérea: latam, localizador: rppypp. passageiros: flávio josé da silveira (matrícula 164840, comissionado), voo: 3585 - rbr bsb - 28/02/2022;","550,23",2180808
2,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,DCJOPZ,2022-02-22,"companhia aérea: latam, localizador: dcjopz. passageiros: fabrício fernandes de jesus (matrícula 232054, comissionado), voo: 3585 - rbr bsb - 28/02/2022;","621,23",2178280
2,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,XERKBL,2022-02-22,"companhia aérea: latam, localizador: xerkbl. passageiros: fabrício fernandes de jesus (matrícula 232054, comissionado), voo: 3584 - bsb rbr - 24/02/2022;","627,23",2178279
3,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,YECTAT,2022-03-01,"companhia aérea: gol, localizador: yectat. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 2046 - rbr  czs - 03/03/2022;","1774,34",2178272
3,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,GDARBF,2022-03-02,"companhia aérea: gol, localizador: gdarbf. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 2047 - czs  rbr - 07/03/2022;","1308,84",2178274
4,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,IVMHYC,2022-03-23,"companhia aérea: gol, localizador: ivmhyc. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1799 - rbr bsb - 03/04/2022; sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1798 - bsb  rbr - 06/04/2022;","5615,5",2180793
4,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,ABRIGE,2022-04-04,"companhia aérea: gol, localizador: abrige. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1799 - rbr bsb - 11/04/2022; sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1798 - bsb rbr - 13/04/2022;","5615,5",2177892
5,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,RWMSYG,2022-05-11,"companhia aérea: gol, localizador: rwmsyg. passageiros: fabrício fernandes de jesus (matrícula 232054, comissionado), voo: 1798 - bsb rbr - 18/05/2022; fabrício fernandes de jesus (matrícula 232054, comissionado), voo: 1799 - rbr  bsb - 23/05/2022;","5069,5",2180772
5,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,IAEWOZ,2022-05-24,"companhia aérea: gol, localizador: iaewoz. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1799 - bsb rbr - 30/05/2022; sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1798 - bsb  rbr - 02/06/2022;","2452,61",2180786
5,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,IAEWOZ,2022-05-24,"companhia aérea: gol, localizador: iaewoz. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1799 - rbr  bsb - 30/05/2022;","2462,26",2181236
6,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,DQIECA,2022-06-08,"companhia aérea: latam, localizador: dqieca. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 3773 - rbr  bsb - 04/07/2022; sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 3772 - bsb rbr - 06/07/2022;","2272,5",2182121
6,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",21.295.978/0001-06,TUR VIAGENS,ZQBNZN,2022-06-14,"companhia aérea: gol, localizador: zqbnzn. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1798 - rbr czs - 20/06/2022;","1672,38",2182120
11,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,ZGESQB,2022-11-13,"companhia aérea: gol, localizador: zgesqb. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1798 - bsb rbr - 23/11/2022; sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1797 - rbr  bsb - 28/11/2022;","1968,21",2189686
12,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,IYBTXI,2022-11-27,"companhia aérea: gol, localizador: iybtxi. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1798 - bsb  rbr - 01/12/2022; sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1799 - rbr bsb - 05/12/2022;","1965,97",2191903
12,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,MUFUAJ,2022-12-09,"companhia aérea: gol, localizador: mufuaj. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1799 - rbr bsb - 19/12/2022; sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 1798 - bsb rbr - 22/12/2022;","1996,74",2191900
12,SÉRGIO PETECÃO,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,JYOACU,2022-12-07,"companhia aérea: latam, localizador: jyoacu. passageiros: sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 3698 - bsb mcz - 27/12/2022; sérgio de oliveira cunha (matrícula 234166, parlamentar), voo: 3653 - rbr  bsb - 27/12/2022;","1746,37",2191905
1,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",04.089.570/0001-50,ÁGUAS GUARIROBA S.A.,24780,2022-01-06,"pagamento de despesas com água e esgoto do escritório de representação da senadora simone tebet, em campo grande/ms.","186,07",2173791
1,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",15.413.826/0001-50,ENERSUL / ENERGISA - EMPRESA ENERGÉTICA DE MATO GROSSO DO SUL,009.015.993,2022-01-07,"pagamento de despesas com energia elétrica do escritório de representação da senadora simone tebet, em campo grande/ms.","650,3",2173789
1,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0445-19,NET - CLARO S.A.,2201928809463,2022-01-19,"pagamento de despesas com tv a cabo, telefone e internet (net combo) do escritório de representação da senadora simone tebet, em campo grande/ms.","673,7",2173796
1,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",11.520.851/0001-81,REGINALDO CARDOSO ANDRADE ME,00004042,2022-01-20,"pagamento de despesas com prestação de serviços de monitoramento eletrônico e locação de equipamentos para vigilância patrimonial do escritório de representação da senadora simone tebet, em campo grande/ms.",1250,2173795
1,SIMONE TEBET,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",73.505.349/0002-30,H2L - EQUIPAMENTOS E SISTEMAS LTDA,000062369,2022-02-02,"pagamento de despesas com locação de equipamentos de informática para o escritório de representação da senadora simone tebet, em campo grande/ms.",520,2175302
1,SIMONE TEBET,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",27.221.898/0001-84,N.S.A. COMERCIAL,0178,2022-01-30,"pagamento de despesas com locação e manutenção de computadores, para o escritório de representação da senadora simone tebet em campo grande/ms.",600,2175303
1,SIMONE TEBET,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",14.961.188/0001-49,MAIS RESULTADO COMUNICAÇÃO LTDA,00001513,2022-01-03,pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,4500,2173794
1,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",09.137.037/0001-30,AUTO POSTO NAÇÕES INDÍGENAS LTDA,000163,2022-01-10,aquisição de combustível para veículos utilizados na atividade parlamentar.,"321,11",2173803
1,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",24.624.785/0001-31,POSTINHO - POSTO DOS PODERES LTDA,000.117.817,2022-01-22,aquisição de combustível para veículos utilizados na atividade parlamentar.,"290,05",2173799
1,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",06.073.995/0001-05,POSTO CERCA NOVA,000108522,2022-01-20,aquisição de combustível para veículos utilizados na atividade parlamentar.,"155,7",2173798
1,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.394.473/0001-46,POSTO LIBERDADE LOCATELLI LTDA,000941220,2022-01-03,aquisição de combustível para veículos utilizados na atividade parlamentar.,130,2173797
1,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.394.473/0001-46,POSTO LIBERDADE LOCATELLI LTDA,000.151.160,2022-01-04,aquisição de combustível para veículos utilizados na atividade parlamentar.,"190,17",2173801
1,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.394.473/0001-46,POSTO LIBERDADE LOCATELLI LTDA,000.151.223,2022-01-05,aquisição de combustível para veículos utilizados na atividade parlamentar.,260,2173802
1,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.394.473/0001-46,POSTO LIBERDADE LOCATELLI LTDA,000966940,2022-01-24,aquisição de combustível para veículos utilizados na atividade parlamentar.,"132,25",2173804
1,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.394.473/0001-46,POSTO LIBERDADE LOCATELLI LTDA,000966938,2022-01-24,aquisição de combustível para veículos utilizados na atividade parlamentar.,"427,97",2173800
2,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",04.089.570/0001-50,ÁGUAS GUARIROBA S.A.,28183,2022-02-07,"pagamento de despesas com água e esgoto do escritório de representação da senadora simone tebet, em campo grande/ms.","84,26",2175306
2,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",15.413.826/0001-50,ENERSUL / ENERGISA - EMPRESA ENERGÉTICA DE MATO GROSSO DO SUL,009.281.085,2022-02-07,"pagamento de despesas com energia elétrica do escritório de representação da senadora simone tebet, em campo grande/ms.","440,18",2175305
2,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0445-19,NET - CLARO S.A.,2202928807620,2022-02-18,"pagamento de despesas com tv a cabo, telefone e internet (net combo) do escritório de representação da senadora simone tebet, em campo grande/ms.","705,64",2175307
2,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",11.520.851/0001-81,REGINALDO CARDOSO ANDRADE ME,00004068,2022-02-17,"pagamento de despesas com prestação de serviços de monitoramento eletrônico e locação de equipamentos para vigilância patrimonial do escritório de representação da senadora simone tebet, em campo grande/ms.",1250,2175309
2,SIMONE TEBET,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",73.505.349/0002-30,H2L - EQUIPAMENTOS E SISTEMAS LTDA,000063186,2022-03-08,"pagamento de despesas com locação de equipamentos de informática para o escritório de representação da senadora simone tebet, em campo grande/ms.","604,7",2176939
2,SIMONE TEBET,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",27.221.898/0001-84,N.S.A. COMERCIAL,0179,2022-02-24,"pagamento de despesas com locação e manutenção de computadores, para o escritório de representação da senadora simone tebet em campo grande/ms.",600,2175310
2,SIMONE TEBET,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",14.961.188/0001-49,MAIS RESULTADO COMUNICAÇÃO LTDA,00001576,2022-02-01,pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,4500,2175308
2,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",09.137.037/0001-30,AUTO POSTO NAÇÕES INDÍGENAS LTDA,000205,2022-02-08,aquisição de combustível para veículos utilizados na atividade parlamentar.,"248,33",2175314
2,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",09.137.037/0001-30,AUTO POSTO NAÇÕES INDÍGENAS LTDA,000210,2022-02-16,aquisição de combustível para veículos utilizados na atividade parlamentar.,"388,96",2175315
2,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",09.137.037/0001-30,AUTO POSTO NAÇÕES INDÍGENAS LTDA,000220,2022-02-21,aquisição de combustível para veículos utilizados na atividade parlamentar.,"395,33",2175316
2,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",09.137.037/0001-30,AUTO POSTO NAÇÕES INDÍGENAS LTDA,000225,2022-02-24,aquisição de combustível para veículos utilizados na atividade parlamentar.,"262,67",2175317
2,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.394.473/0001-46,POSTO LIBERDADE LOCATELLI LTDA,000980876,2022-02-03,aquisição de combustível para veículos utilizados na atividade parlamentar.,"148,12",2175311
2,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.394.473/0001-46,POSTO LIBERDADE LOCATELLI LTDA,000984087,2022-02-05,aquisição de combustível para veículos utilizados na atividade parlamentar.,360,2175312
2,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.394.473/0001-46,POSTO LIBERDADE LOCATELLI LTDA,000985286,2022-02-14,aquisição de combustível para veículos utilizados na atividade parlamentar.,"130,08",2175313
2,SIMONE TEBET,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA,HXVVRD,2022-01-31,"companhia aérea: latam, localizador: hxvvrd. passageiros: simone nassar tebet rocha (matrícula 296238, parlamentar), voo: 3138 - são paulo (cgh) / campo grande (cgr) - 04/02/2022; simone nassar tebet rocha (matrícula 296238, parlamentar), voo: 3165 - brasília (bsb) / são paulo (cgh) - 04/02/2022;","1439,42",2191492
2,SIMONE TEBET,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA,VFMTAC,2022-02-04,"companhia aérea: gol, localizador: vfmtac. passageiros: simone nassar tebet rocha (matrícula 296238, parlamentar), voo: 1414 - são paulo (gru) / brasília (bsb) - 08/02/2022; simone nassar tebet rocha (matrícula 296238, parlamentar), voo: 1497 - campo grande (cgr) / são paulo (gru) - 08/02/2022;","920,17",2191493
3,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",04.089.570/0001-50,ÁGUAS GUARIROBA S.A.,36278,2022-03-09,"pagamento de despesas com água e esgoto do escritório de representação da senadora simone tebet, em campo grande/ms.","102,78",2176942
3,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",15.413.826/0001-50,ENERSUL / ENERGISA - EMPRESA ENERGÉTICA DE MATO GROSSO DO SUL,009.514.434,2022-03-08,"pagamento de despesas com energia elétrica do escritório de representação da senadora simone tebet, em campo grande/ms.","789,84",2176941
3,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0445-19,NET - CLARO S.A.,2203928805129,2022-03-08,"pagamento de despesas com tv a cabo, telefone e internet (net combo) do escritório de representação da senadora simone tebet, em campo grande/ms.","717,89",2176943
3,SIMONE TEBET,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",11.520.851/0001-81,REGINALDO CARDOSO ANDRADE ME,00004101,2022-03-28,"pagamento de despesas com prestação de serviços de monitoramento eletrônico e locação de equipamentos para vigilância patrimonial do escritório de representação da senadora simone tebet, em campo grande/ms.",1250,2177753
3,SIMONE TEBET,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",73.505.349/0002-30,H2L - EQUIPAMENTOS E SISTEMAS LTDA,000063931,2022-04-04,"pagamento de despesas com locação de equipamentos de informática para o escritório de representação da senadora simone tebet, em campo grande/ms.",520,2178917
3,SIMONE TEBET,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",27.221.898/0001-84,N.S.A. COMERCIAL,0182,2022-03-10,"pagamento de despesas com locação e manutenção de computadores, para o escritório de representação da senadora simone tebet em campo grande/ms.",600,2176946
3,SIMONE TEBET,divulgação da atividade parlamentar,14.961.188/0001-49,MAIS RESULTADO COMUNICAÇÃO LTDA,00001642,2022-03-08,pagamento de despesas com divulgação da atividade parlamentar da senadora simone tebet em mato grosso do sul.,4500,2176944
3,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",04.297.150/0002-40,AUTO POSTO DAKOTA,000.202.149,2022-03-10,aquisição de combustível para veículos utilizados na atividade parlamentar.,200,2176947
3,SIMONE TEBET,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",09.137.037/0001-30,AUTO POSTO NAÇÕES INDÍGENAS LTDA,000247,2022-03-02,aquisição de combustível para veículos utilizados na atividade parlamentar.,"308,03",2176951
